"age","pclass_1","pclass_2","female","embarked_S","embarked_C","embarked_Q","cabin_B","cabin_C","cabin_E","cabin_D","cabin_A","cabin_F","cabin_G","fare_log10","sibsp_log10","parch_log10","firstclass_female","secondclass_female","survived"
29,0,1,1,1,0,0,0,0,0,0,0,1,0,1.0606978403536116,0,0,0,1,"1"
39,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
22,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"1"
29.881137667304014,0,1,0,0,1,0,0,0,0,0,0,0,0,1.172091867626748,0,0,0,0,"1"
23,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
29,0,1,0,0,1,0,0,0,0,0,0,0,0,1.1719691228260605,0,0,0,0,"1"
28,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
29.881137667304014,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
50,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0,0,0,1,"1"
19,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
29.881137667304014,0,1,0,0,1,0,0,0,0,0,0,0,0,1.2054750367408908,0,0,0,0,"0"
41,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
21,0,1,1,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0,0,0,1,"1"
19,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0,0,0,1,"1"
43,0,1,0,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0,0,0,0,"0"
32,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,1,"1"
34,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
30,0,1,0,0,1,0,0,0,0,0,0,0,0,1.137907705431547,0,0,0,0,"1"
27,0,1,0,0,1,0,0,0,0,0,0,0,0,1.2050229187541,0,0,0,0,"0"
2,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0.30102999566398114,0,1,"1"
8,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0.30102999566398114,0,1,"1"
33,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0,0,0,1,"1"
36,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
34,0,1,0,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0.30102999566398114,0,0,0,"0"
30,0,1,1,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0.6020599913279623,0,0,1,"1"
28,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,1,"1"
23,0,1,0,0,1,0,0,0,0,0,0,0,0,1.2053613747144323,0,0,0,0,"0"
0.83,0,1,0,1,0,0,0,0,0,0,0,0,0,1.2955670999624789,0.30102999566398114,0.30102999566398114,0,0,"1"
3,0,1,0,1,0,0,0,0,0,0,0,0,0,1.2955670999624789,0.30102999566398114,0.30102999566398114,0,0,"1"
24,0,1,1,1,0,0,0,0,0,0,0,0,0,1.2955670999624789,0.47712125471966244,0.47712125471966244,0,1,"1"
50,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,1,"1"
19,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
21,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,1,"1"
26,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
25,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
27,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0,0,0,0,"0"
25,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0,0,0,1,"1"
18,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,1,"1"
20,0,1,1,1,0,0,0,0,0,0,0,0,0,1.5769169559652068,0,0,0,1,"1"
30,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,1,"1"
59,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1613680022349748,0,0,0,0,"0"
30,0,1,1,0,0,1,0,0,0,0,0,0,0,1.125481265700594,0,0,0,1,"1"
35,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
40,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,1,"1"
25,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
41,0,1,0,0,1,0,0,0,0,0,0,0,0,1.2053613747144323,0,0,0,0,"0"
25,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
18.5,0,1,0,1,0,0,0,0,0,0,0,1,0,1.1461280356782377,0,0,0,0,"0"
14,0,1,0,1,0,0,0,0,0,0,0,0,0,1.8195439355418683,0,0,0,0,"0"
50,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,1,"1"
23,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
28,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1351326513767748,0,0,0,1,"1"
27,0,1,1,1,0,0,0,0,1,0,0,0,0,1.0606978403536116,0,0,0,1,"1"
29,0,1,0,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0.30102999566398114,0,0,0,"0"
27,0,1,1,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0.30102999566398114,0,0,1,"0"
40,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"0"
31,0,1,1,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0,0,0,1,"1"
30,0,1,0,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0.30102999566398114,0,0,0,"0"
23,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0.30102999566398114,0,0,0,"0"
31,0,1,1,1,0,0,0,0,0,0,0,0,0,1.3424226808222062,0,0,0,1,"1"
29.881137667304014,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
12,0,1,1,1,0,0,0,0,0,0,0,0,0,1.224014811372864,0,0,0,1,"1"
40,0,1,1,1,0,0,0,0,0,0,0,0,0,1.224014811372864,0,0,0,1,"1"
32.5,0,1,1,1,0,0,0,0,1,0,0,0,0,1.1461280356782377,0,0,0,1,"1"
27,0,1,0,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,0,"0"
29,0,1,1,1,0,0,0,0,0,0,0,0,0,1.4313637641589871,0.30102999566398114,0,0,1,"1"
2,0,1,0,1,0,0,0,0,0,0,0,0,0,1.380211241711606,0.30102999566398114,0.30102999566398114,0,0,"1"
4,0,1,1,1,0,0,0,0,0,0,0,0,0,1.380211241711606,0.30102999566398114,0.30102999566398114,0,1,"1"
29,0,1,1,1,0,0,0,0,0,0,0,0,0,1.380211241711606,0,0,0,1,"1"
0.92,0,1,1,1,0,0,0,0,0,0,0,0,0,1.458637849025649,0.30102999566398114,0.30102999566398114,0,1,"1"
5,0,1,1,1,0,0,0,0,0,0,0,0,0,1.458637849025649,0.30102999566398114,0.30102999566398114,0,1,"1"
36,0,1,0,1,0,0,0,0,0,0,0,0,0,1.458637849025649,0.30102999566398114,0.30102999566398114,0,0,"0"
33,0,1,1,1,0,0,0,0,0,0,0,0,0,1.458637849025649,0.30102999566398114,0.30102999566398114,0,1,"1"
66,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0606978403536116,0,0,0,0,"0"
29.881137667304014,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1422329917947138,0,0,0,0,"0"
31,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"1"
29.881137667304014,0,1,0,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,0,"1"
26,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1613680022349748,0,0,0,1,"1"
24,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1461280356782377,0,0,0,1,"0"
42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9319661147281726,0,0,0,0,"0"
13,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3273589343863301,0,0,0,0,"0"
16,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3273589343863301,0.30102999566398114,0.30102999566398114,0,0,"0"
35,0,0,1,1,0,0,0,0,0,0,0,0,0,1.3273589343863301,0.30102999566398114,0.30102999566398114,0,0,"1"
16,0,0,1,1,0,0,0,0,0,0,0,0,0,0.9370161074648141,0,0,0,0,"1"
25,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9370161074648141,0,0,0,0,"1"
20,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9506082247842308,0,0,0,0,"1"
18,0,0,1,0,1,0,0,0,0,0,0,0,0,0.9153576174148317,0,0,0,0,"1"
30,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9164539485499249,0,0,0,0,"0"
26,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"0"
40,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0201540316383326,0.30102999566398114,0,0,0,"0"
0.83,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0149403497929363,0,0,0,0,"1"
18,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0149403497929363,0,0,0,0,"1"
26,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2963909278704122,0,0,0,0,"1"
26,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9487796137378225,0,0,0,0,"0"
20,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9506082247842308,0,0,0,0,"0"
24,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9057958803678685,0,0,0,0,"0"
25,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9057958803678685,0,0,0,0,"0"
35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"0"
18,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9684829485539351,0,0,0,0,"0"
32,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3715296320992945,0,0,0,0,"0"
19,0,0,1,1,0,0,0,0,0,0,0,0,0,0.9471493276626374,0.30102999566398114,0,0,0,"1"
4,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5088662509384578,0.6989700043360187,0.6989700043360187,0,0,"0"
6,0,0,1,1,0,0,0,0,0,0,0,0,0,1.5088662509384578,0.6989700043360187,0.6989700043360187,0,0,"0"
2,0,0,1,1,0,0,0,0,0,0,0,0,0,1.5088662509384578,0.6989700043360187,0.6989700043360187,0,0,"0"
17,0,0,1,1,0,0,0,0,0,0,0,0,0,0.9506082247842308,0.6989700043360187,0.6989700043360187,0,0,"1"
38,0,0,1,1,0,0,0,0,0,0,0,0,0,0.9432471251378617,0.6989700043360187,0.6989700043360187,0,0,"0"
9,0,0,1,1,0,0,0,0,0,0,0,0,0,1.5088662509384578,0.6989700043360187,0.6989700043360187,0,0,"0"
11,0,0,1,1,0,0,0,0,0,0,0,0,0,1.5088662509384578,0.6989700043360187,0.6989700043360187,0,0,"0"
39,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5088662509384578,0.30102999566398114,0.30102999566398114,0,0,"0"
27,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9442753457587985,0,0,0,0,"1"
26,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9432471251378617,0,0,0,0,"0"
39,0,0,1,1,0,0,0,0,0,0,0,0,0,1.5088662509384578,0.30102999566398114,0.30102999566398114,0,0,"0"
20,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9471493276626374,0,0,0,0,"0"
26,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
25,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2741578492636798,0.30102999566398114,0,0,0,"0"
18,0,0,1,1,0,0,0,0,0,0,0,0,0,1.2741578492636798,0.30102999566398114,0,0,0,"0"
24,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9432471251378617,0,0,0,0,"0"
35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9057958803678685,0,0,0,0,"0"
5,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5103774259938811,0.6989700043360187,0.6989700043360187,0,0,"0"
9,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5103774259938811,0.6989700043360187,0.6989700043360187,0,0,"0"
3,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5103774259938811,0.6989700043360187,0.6989700043360187,0,0,"1"
13,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5103774259938811,0.6989700043360187,0.6989700043360187,0,0,"0"
5,0,0,1,1,0,0,0,0,0,0,0,0,0,1.5103774259938811,0.6989700043360187,0.6989700043360187,0,0,"1"
40,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5103774259938811,0.30102999566398114,0.30102999566398114,0,0,"0"
23,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9442753457587985,0,0,0,0,"1"
38,0,0,1,1,0,0,0,0,0,0,0,0,0,1.5103774259938811,0.30102999566398114,0.30102999566398114,0,0,"1"
45,0,0,1,0,1,0,0,0,0,0,0,0,0,0.9151359066220118,0,0,0,0,"1"
21,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9151359066220118,0,0,0,0,"0"
23,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9057958803678685,0,0,0,0,"0"
17,0,0,1,0,1,0,0,0,0,0,0,0,0,1.189161731418372,0,0,0,0,"0"
30,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9151359066220118,0,0,0,0,"0"
23,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9471493276626374,0,0,0,0,"0"
13,0,0,1,0,1,0,0,0,0,0,0,0,0,0.9153576174148317,0,0,0,0,"1"
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9151359066220118,0,0,0,0,"0"
32,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2265999052073573,0.30102999566398114,0,0,0,"0"
33,0,0,1,1,0,0,0,0,0,0,0,0,0,1.2265999052073573,0.6020599913279623,0,0,0,"1"
0.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1.3066029982011582,0.47712125471966244,0.47712125471966244,0,0,"1"
0.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1.3066029982011582,0.47712125471966244,0.47712125471966244,0,0,"1"
5,0,0,1,0,1,0,0,0,0,0,0,0,0,1.3066029982011582,0.47712125471966244,0.47712125471966244,0,0,"1"
24,0,0,1,0,1,0,0,0,0,0,0,0,0,1.3066029982011582,0,0,0,0,"1"
18,0,0,1,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"1"
40,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9151359066220118,0,0,0,0,"0"
26,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9153576174148317,0,0,0,0,"1"
18,0,0,1,0,1,0,0,0,0,0,0,0,0,1.1890465283525413,0,0,0,0,"0"
45,0,0,1,0,1,0,0,0,0,0,0,0,0,1.1890465283525413,0,0,0,0,"0"
27,0,0,1,0,0,1,0,0,0,0,0,0,0,0.948373838387079,0,0,0,0,"0"
22,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"0"
19,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"0"
26,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9432471251378617,0,0,0,0,"0"
22,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0149403497929363,0,0,0,0,"0"
29.881137667304014,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9153576174148317,0,0,0,0,"0"
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7000543856282387,0,0,0,0,"0"
32,0,0,0,1,0,0,0,0,0,0,0,0,0,1.75963612115147,0,0,0,0,"1"
21,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9432471251378617,0,0,0,0,"0"
18,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9420080530223132,0,0,0,0,"0"
26,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
6,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2107411023865053,0.30102999566398114,0.30102999566398114,0,0,"0"
9,0,0,1,0,1,0,0,0,0,0,0,0,0,1.2107411023865053,0.30102999566398114,0.30102999566398114,0,0,"0"
29.881137667304014,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9151359066220118,0,0,0,0,"0"
29.881137667304014,0,0,1,0,1,0,0,0,0,0,0,0,0,1.2107411023865053,0,0,0,0,"0"
29.881137667304014,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9420080530223132,0,0,0,0,"0"
40,0,0,0,0,0,1,0,0,0,0,0,0,0,1.217483944213906,0.30102999566398114,0.30102999566398114,0,0,"0"
32,0,0,1,0,0,1,0,0,0,0,0,0,0,1.217483944213906,0.30102999566398114,0.30102999566398114,0,0,"0"
21,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2329961103921538,0,0,0,0,"0"
22,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9407654356312174,0,0,0,0,"1"
20,0,0,1,1,0,0,0,0,0,0,0,0,0,0.9471493276626374,0,0,0,0,"0"
29,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9055692328119356,0.30102999566398114,0,0,0,"0"
22,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9164539485499249,0.30102999566398114,0,0,0,"0"
22,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9442753457587985,0,0,0,0,"0"
35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"0"
18.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0.918203390682261,0,0,0,0,"0"
21,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9455079751351937,0,0,0,0,"1"
19,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8893017025063101,0,0,0,0,"0"
18,0,0,1,0,0,1,0,0,0,0,0,0,0,0.948373838387079,0,0,0,0,"0"
21,0,0,1,1,0,0,0,0,0,0,0,0,0,0.9850895069263812,0,0,0,0,"0"
30,0,0,1,1,0,0,0,0,0,0,0,0,0,0.9850895069263812,0,0,0,0,"0"
18,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9850895069263812,0,0,0,0,"0"
38,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9850895069263812,0,0,0,0,"0"
17,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9850895069263812,0,0,0,0,"0"
17,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9850895069263812,0,0,0,0,"0"
21,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9420080530223132,0,0,0,0,"0"
21,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9420080530223132,0,0,0,0,"0"
21,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"0"
29.881137667304014,0,0,0,0,1,0,0,0,0,0,0,0,0,1.189161731418372,0.30102999566398114,0,0,0,"0"
29.881137667304014,0,0,1,0,1,0,0,0,0,0,0,0,0,1.189161731418372,0.30102999566398114,0,0,0,"0"
28,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9442753457587985,0,0,0,0,"0"
24,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9471493276626374,0,0,0,0,"0"
16,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9420080530223132,0,0,0,0,"1"
37,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9420080530223132,0,0,0,0,"0"
28,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9164539485499249,0,0,0,0,"0"
24,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"0"
21,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9411783789843932,0,0,0,0,"0"
32,0,0,0,1,0,0,0,0,0,0,0,0,0,1.75963612115147,0,0,0,0,"1"
29,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"0"
26,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1890465283525413,0.30102999566398114,0,0,0,"0"
18,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1890465283525413,0.30102999566398114,0,0,0,"0"
20,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9057958803678685,0,0,0,0,"0"
18,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"1"
24,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9164539485499249,0,0,0,0,"0"
36,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9292042801123058,0,0,0,0,"0"
24,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9292042801123058,0,0,0,0,"0"
31,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9411783789843932,0,0,0,0,"0"
31,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9420080530223132,0,0,0,0,"0"
22,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9420080530223132,0,0,0,0,"1"
30,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9359705348009411,0,0,0,0,"0"
70.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9420080530223132,0,0,0,0,"0"
43,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"0"
35,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
27,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
19,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
30,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"0"
9,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2278867046136734,0.30102999566398114,0.30102999566398114,0,0,"1"
3,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2278867046136734,0.30102999566398114,0.30102999566398114,0,0,"1"
36,0,0,1,1,0,0,0,0,0,0,0,0,0,1.2278867046136734,0,0,0,0,"1"
59,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9164539485499249,0,0,0,0,"0"
19,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9618148656833371,0,0,0,0,"0"
17,0,0,1,1,0,0,0,0,0,0,0,0,0,1.2329961103921538,0,0,0,0,"1"
44,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2329961103921538,0,0,0,0,"0"
17,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9850895069263812,0,0,0,0,"0"
22.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9151359066220118,0,0,0,0,"0"
45,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"1"
22,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0613280539915775,0,0,0,0,"0"
19,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0480842763514528,0,0,0,0,"0"
30,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9003671286564703,0,0,0,0,"1"
29,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9420080530223132,0,0,0,0,"1"
0.33,0,0,0,1,0,0,0,0,0,0,0,0,0,1.187520720836463,0,0,0,0,"0"
34,0,0,0,1,0,0,0,0,0,0,0,0,0,1.187520720836463,0.30102999566398114,0.30102999566398114,0,0,"0"
28,0,0,1,1,0,0,0,0,0,0,0,0,0,1.187520720836463,0.30102999566398114,0.30102999566398114,0,0,"0"
27,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
25,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
24,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4005379893919458,0.47712125471966244,0,0,0,"0"
22,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"0"
21,0,0,0,1,0,0,0,0,0,0,0,0,0,1.4005379893919458,0.47712125471966244,0,0,0,"0"
17,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0.47712125471966244,0,0,0,"0"
29.881137667304014,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2329961103921538,0.30102999566398114,0,0,0,"0"
29.881137667304014,0,0,1,1,0,0,0,0,0,0,0,0,0,1.2329961103921538,0.30102999566398114,0,0,0,"1"
36.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2648178230095364,0.30102999566398114,0,0,0,"1"
36,0,0,1,1,0,0,0,0,0,0,0,0,0,1.2648178230095364,0.30102999566398114,0,0,0,"1"
30,0,0,0,1,0,0,0,0,0,0,0,0,0,1.021189299069938,0,0,0,0,"1"
16,0,0,0,1,0,0,0,0,0,0,0,0,0,1.021189299069938,0,0,0,0,"0"
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.333950804387247,0.30102999566398114,0.30102999566398114,0,0,"1"
0.17,0,0,1,1,0,0,0,0,0,0,0,0,0,1.333950804387247,0.30102999566398114,0.30102999566398114,0,0,"1"
26,0,0,0,1,0,0,0,0,0,0,0,0,0,1.333950804387247,0.30102999566398114,0.30102999566398114,0,0,"0"
33,0,0,1,1,0,0,0,0,0,0,0,0,0,1.333950804387247,0.30102999566398114,0.30102999566398114,0,0,"1"
25,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
29.881137667304014,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
29.881137667304014,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
22,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9164539485499249,0,0,0,0,"0"
36,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9164539485499249,0,0,0,0,"0"
19,0,0,1,0,0,1,0,0,0,0,0,0,0,0.948373838387079,0,0,0,0,"1"
17,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
42,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9850895069263812,0,0,0,0,"0"
43,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
29.881137667304014,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9153576174148317,0,0,0,0,"0"
32,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9420080530223132,0,0,0,0,"0"
19,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"1"
30,0,0,1,1,0,0,0,0,0,0,0,0,0,1.1295287738587763,0,0,0,0,"1"
24,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9420080530223132,0,0,0,0,"0"
23,0,0,1,1,0,0,0,0,0,0,0,0,0,0.9566485792052032,0,0,0,0,"1"
33,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9491850103134344,0,0,0,0,"0"
65,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9420080530223132,0,0,0,0,"0"
24,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9319661147281726,0,0,0,0,"1"
23,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1731862684122738,0.30102999566398114,0,0,0,"0"
